Place of interest,Station location,BiciMAD station,Station location,Indications
Instalación Deportiva Municipal Básica Auditorio de Chamartín,PLAZA JOAQUIN RODRIGO 1,María Francisca 1,Calle María Francisca nº 1,"https://www.google.com/maps/dir/40.44549718316204,-3.677183546596661/40.4442258,-3.6787169/@40.44549718316204,-3.677183546596661,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.677183546596661!2d40.44549718316204!1m0!3e2"
Instalación Deportiva Municipal Básica Auditorio de Moratalaz,CALLE HACIENDA DE PAVONES 209,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.40142760716397,-3.6370875655785446/40.400368,-3.634587/@40.40142760716397,-3.6370875655785446,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6370875655785446!2d40.40142760716397!1m0!3e2"
Instalación Deportiva Municipal Básica Avenida Moratalaz M-30,"CALLE RAMON ARECES 1 frente Avda. Moratalaz, 13",Camino Vinateros,Calle Camino de los Vinateros nº 28,"https://www.google.com/maps/dir/40.40799695992161,-3.6624292972075247/40.41053,-3.65779/@40.40799695992161,-3.6624292972075247,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6624292972075247!2d40.40799695992161!1m0!3e2"
Instalación Deportiva Municipal Básica Avenida San Luis I,AVENIDA SAN LUIS (frente al nº 86),Pío XII,Avenida Pío XII nº 3,"https://www.google.com/maps/dir/40.47176777610935,-3.6552344080978387/40.46041,-3.67712/@40.47176777610935,-3.6552344080978387,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6552344080978387!2d40.47176777610935!1m0!3e2"
Instalación Deportiva Municipal Básica Avenida de Burgos,AVENIDA BURGOS 18,Chamartín,Calle Rodríguez Jaén nº 40,"https://www.google.com/maps/dir/40.475966086104684,-3.6755548165742606/40.4716,-3.68391/@40.475966086104684,-3.6755548165742606,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6755548165742606!2d40.475966086104684!1m0!3e2"
Instalación Deportiva Municipal Básica Ayacucho,CALLE NEVADO DEL RUIZ 2,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.46980031598844,-3.6352736110765864/40.44370542379883,-3.648958444298144/@40.46980031598844,-3.6352736110765864,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6352736110765864!2d40.46980031598844!1m0!3e2"
Instalación Deportiva Municipal Básica Bacares,CALLE BACARES 9,Pío XII,Avenida Pío XII nº 3,"https://www.google.com/maps/dir/40.476321176468005,-3.6624133831469945/40.46041,-3.67712/@40.476321176468005,-3.6624133831469945,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6624133831469945!2d40.476321176468005!1m0!3e2"
Instalación Deportiva Municipal Básica Bacares (fútbol),CALLE BACARES 27,Chamartín,Calle Rodríguez Jaén nº 40,"https://www.google.com/maps/dir/40.47743047451657,-3.663819108324953/40.4716,-3.68391/@40.47743047451657,-3.663819108324953,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.663819108324953!2d40.47743047451657!1m0!3e2"
Instalación Deportiva Municipal Básica Bahía de Santander II,CALLE BAHIA DE SANTANDER 64,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.46527791543298,-3.594188775058509/40.429706,-3.640994/@40.46527791543298,-3.594188775058509,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.594188775058509!2d40.46527791543298!1m0!3e2"
Instalación Deportiva Municipal Básica Barceló,PLAZA BARCELO S/N,Barceló,Calle Barceló nº 7,"https://www.google.com/maps/dir/40.42677040240585,-3.699382450864087/40.4266828,-3.700423/@40.42677040240585,-3.699382450864087,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.699382450864087!2d40.42677040240585!1m0!3e2"
Instalación Deportiva Municipal Básica Barrio El Querol - Spartak de Manoteras,CALLE TIJOLA 1,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.480800850285206,-3.659267661643925/40.47938,-3.68532/@40.480800850285206,-3.659267661643925,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.659267661643925!2d40.480800850285206!1m0!3e2"
Instalación Deportiva Municipal Básica Barrio Goya,CALLE SEPULVEDA 9,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.40397057983696,-3.7381774083975357/40.40913630273305,-3.728533714316331/@40.40397057983696,-3.7381774083975357,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7381774083975357!2d40.40397057983696!1m0!3e2"
Instalación Deportiva Municipal Básica Barrio IV,CALLE LUIS DE HOYOS SAINZ 150,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.40272360732888,-3.6340475890184556/40.400368,-3.634587/@40.40272360732888,-3.6340475890184556,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6340475890184556!2d40.40272360732888!1m0!3e2"
Instalación Deportiva Municipal Básica Barrio de Las Cárcavas,CAMINO MONTORO 4,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.48002694808795,-3.6322988549742967/40.44370542379883,-3.648958444298144/@40.48002694808795,-3.6322988549742967,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6322988549742967!2d40.48002694808795!1m0!3e2"
Instalación Deportiva Municipal Básica Barrio de Santa Ana - Andrés Navarrete,CALLE HOSPITALET DE LLOBREGAT 11,Pedro Rico,Calle Pedro Rico nº 4,"https://www.google.com/maps/dir/40.49452475361937,-3.6946653699300733/40.481086,-3.688463/@40.49452475361937,-3.6946653699300733,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6946653699300733!2d40.49452475361937!1m0!3e2"
Instalación Deportiva Municipal Básica Barrio del Aeropuerto,CALLE MEDINA DE POMAR 14,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.45120159850761,-3.5844180853262886/40.429706,-3.640994/@40.45120159850761,-3.5844180853262886,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.5844180853262886!2d40.45120159850761!1m0!3e2"
Instalación Deportiva Municipal Básica Baterías - Barrio Alegría,"CALLE JUAN PÉREZ ZÚÑIGA s/n Baterías, 2",Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.44135712495445,-3.6481826411853/40.44370542379883,-3.648958444298144/@40.44135712495445,-3.6481826411853,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6481826411853!2d40.44135712495445!1m0!3e2"
Instalación Deportiva Municipal Básica Belzunegui,CALLE BELZUNEGUI  c/v Berrioplana,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.37487463533173,-3.739061311753124/40.398247,-3.716591/@40.37487463533173,-3.739061311753124,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.739061311753124!2d40.37487463533173!1m0!3e2"
Instalación Deportiva Municipal Básica Bolera de la Mancha,CALLE TOMELLOSO 21 Próximo a la Av. de Córdoba (P.D. Almendral),Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.3806576674271,-3.6986108300552756/40.38895,-3.70017/@40.3806576674271,-3.6986108300552756,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6986108300552756!2d40.3806576674271!1m0!3e2"
Instalación Deportiva Municipal Básica Boston,CALLE BOSTON 1,Camilo José Cela,Avenida de Camilo José Cela nº 23,"https://www.google.com/maps/dir/40.43729691048299,-3.6666902012771763/40.4378,-3.66779/@40.43729691048299,-3.6666902012771763,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6666902012771763!2d40.43729691048299!1m0!3e2"
Instalación Deportiva Municipal Básica Brasil - General Yagüe,AVENIDA BRASIL 19 c/v C/ General Yagüe,San Germán 5,Calle San Germán nº 5,"https://www.google.com/maps/dir/40.45732746079714,-3.693648871749584/40.45619382579544,-3.6929376751795306/@40.45732746079714,-3.693648871749584,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.693648871749584!2d40.45732746079714!1m0!3e2"
Instalación Deportiva Municipal Básica Briviesca,CALLE BRIVIESCA 4,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.48183793645468,-3.6665879427690853/40.47938,-3.68532/@40.48183793645468,-3.6665879427690853,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6665879427690853!2d40.48183793645468!1m0!3e2"
Instalación Deportiva Municipal Básica Brujas,CALLE BRUJAS 32 esquina C/ Hacienda de Pavones,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.39944882958802,-3.6282662898026583/40.400368,-3.634587/@40.39944882958802,-3.6282662898026583,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6282662898026583!2d40.39944882958802!1m0!3e2"
Instalación Deportiva Municipal Básica Brunete,CALLE BRUNETE 1,Facultad Derecho,Avenida Complutense nº 23,"https://www.google.com/maps/dir/40.516672960212716,-3.773795776219611/40.45109,-3.72937/@40.516672960212716,-3.773795776219611,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.773795776219611!2d40.516672960212716!1m0!3e2"
Instalación Deportiva Municipal Básica Bucaramanga,AVENIDA BUCARAMANGA  c/v Mar Adriático,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.47211630976979,-3.639654414815554/40.44370542379883,-3.648958444298144/@40.47211630976979,-3.639654414815554,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.639654414815554!2d40.47211630976979!1m0!3e2"
Instalación Deportiva Municipal Básica Burgo de Osma,CALLE BURGO DE OSMA 5,Pío XII,Avenida Pío XII nº 3,"https://www.google.com/maps/dir/40.46902347728972,-3.6625331191321413/40.46041,-3.67712/@40.46902347728972,-3.6625331191321413,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6625331191321413!2d40.46902347728972!1m0!3e2"
Instalación Deportiva Municipal Básica C. F. Nuestra Señora del Buen Camino,GLORIETA RIO ZANCARA 1,Facultad Derecho,Avenida Complutense nº 23,"https://www.google.com/maps/dir/40.452725617488625,-3.7796095540530086/40.45109,-3.72937/@40.452725617488625,-3.7796095540530086,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7796095540530086!2d40.452725617488625!1m0!3e2"
Instalación Deportiva Municipal Básica Calanda,CALLE CALANDA 30,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.46246051111333,-3.6414728951814523/40.44370542379883,-3.648958444298144/@40.46246051111333,-3.6414728951814523,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6414728951814523!2d40.46246051111333!1m0!3e2"
Instalación Deportiva Municipal Básica Caleruega,CALLE CALERUEGA 52,Manuel Caldeiro,Paseo de la Castellana nº 298,"https://www.google.com/maps/dir/40.48107021761235,-3.6715945896476194/40.47938,-3.68532/@40.48107021761235,-3.6715945896476194,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6715945896476194!2d40.48107021761235!1m0!3e2"
Instalación Deportiva Municipal Básica Camino Viejo de Leganés,CALLE CAMINO VIEJO DE LEGANES S/N Carrero Juan Ramón,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.38117601531834,-3.731343103155248/40.398247,-3.716591/@40.38117601531834,-3.731343103155248,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.731343103155248!2d40.38117601531834!1m0!3e2"
Instalación Deportiva Municipal Básica Campo Aragón,AVENIDA RAFAEL ALBERTI 2,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.39244393012934,-3.6373799409076795/40.400368,-3.634587/@40.39244393012934,-3.6373799409076795,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6373799409076795!2d40.39244393012934!1m0!3e2"
Instalación Deportiva Municipal Básica Campo Fútbol Puerta Bonita,CALLE GENERAL RICARDOS 166,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.3879590752267,-3.7328892106296774/40.398247,-3.716591/@40.3879590752267,-3.7328892106296774,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7328892106296774!2d40.3879590752267!1m0!3e2"
Instalación Deportiva Municipal Básica Campo de Fútbol Rodríguez Sahagún,CALLE CAPITAN BLANCO ARGIBAY S/N c/v Cº del Chorrillo,Francos Rodríguez,Calle Francos Rodríguez nº 62,"https://www.google.com/maps/dir/40.469137606839034,-3.7115353164247873/40.45673408797698,-3.708002730875242/@40.469137606839034,-3.7115353164247873,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7115353164247873!2d40.469137606839034!1m0!3e2"
Instalación Deportiva Municipal Básica Campo de Fútbol San Martín de Porres,PASEO ERMITA DEL SANTO S/N Parque de San Isidro,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.39949108577098,-3.732825709268183/40.40913630273305,-3.728533714316331/@40.39949108577098,-3.732825709268183,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.732825709268183!2d40.39949108577098!1m0!3e2"
Instalación Deportiva Municipal Básica Campo de Fútbol Tierra,AVENIDA DOCTOR GARCIA TAPIA 113,Marroquina,Calle Camino de los Vinateros nº 108,"https://www.google.com/maps/dir/40.41154005341027,-3.6428284510152453/40.408264,-3.646697/@40.41154005341027,-3.6428284510152453,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6428284510152453!2d40.41154005341027!1m0!3e2"
Instalación Deportiva Municipal Básica Campo de fútbol Orcasitas,AVENIDA RAFAELA YBARRA 119,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.36720552010195,-3.71208812822708/40.38895,-3.70017/@40.36720552010195,-3.71208812822708,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.71208812822708!2d40.36720552010195!1m0!3e2"
Instalación Deportiva Municipal Básica Canal de Panamá,CALLE CANAL DE PANAMA S/N,Derechos Humanos,Calle Derechos Humanos nº 12,"https://www.google.com/maps/dir/40.44098424268766,-3.6520112027455554/40.43965673033275,-3.6557656204708775/@40.44098424268766,-3.6520112027455554,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6520112027455554!2d40.44098424268766!1m0!3e2"
Instalación Deportiva Municipal Básica Canillas - Club Deportivo Canillas,CALLE AGUSTIN DE ITURBIDE 1,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.46854356477104,-3.6486680716819206/40.44370542379883,-3.648958444298144/@40.46854356477104,-3.6486680716819206,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6486680716819206!2d40.46854356477104!1m0!3e2"
Instalación Deportiva Municipal Básica Carlos II,"CALLE CARLOS II 4 con Austria, 5",Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.42766744656451,-3.6076270875712217/40.429706,-3.640994/@40.42766744656451,-3.6076270875712217,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6076270875712217!2d40.42766744656451!1m0!3e2"
Instalación Deportiva Municipal Básica Carlos Solé,CALLE CARLOS SOLE 19,Sierra Toledana,Camino de Valderribas nº 94,"https://www.google.com/maps/dir/40.39214336748665,-3.6493011871581325/40.39901531507069,-3.6607768678037744/@40.39214336748665,-3.6493011871581325,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6493011871581325!2d40.39214336748665!1m0!3e2"
Instalación Deportiva Municipal Básica Carmen Amaya,AVENIDA DOCTOR GARCIA TAPIA 28-30,Plaza del Encuentro,Calle Arroyo de las Pilillas nº 6,"https://www.google.com/maps/dir/40.41206030334087,-3.6512840783264453/40.40617,-3.65122/@40.41206030334087,-3.6512840783264453,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6512840783264453!2d40.41206030334087!1m0!3e2"
Instalación Deportiva Municipal Básica Caronte,CALLE CARONTE 4,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,"https://www.google.com/maps/dir/40.396642453268775,-3.721647689712961/40.398247,-3.716591/@40.396642453268775,-3.721647689712961,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.721647689712961!2d40.396642453268775!1m0!3e2"
Instalación Deportiva Municipal Básica Carril del Conde,CALLE CARRIL DEL CONDE frente nº 57 c/v Puerto Real,Condesa de Venadito,Calle Condesa de Venadito nº 2,"https://www.google.com/maps/dir/40.46088946853693,-3.654432812836867/40.44315,-3.65741/@40.46088946853693,-3.654432812836867,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.654432812836867!2d40.46088946853693!1m0!3e2"
Instalación Deportiva Municipal Básica Carrión de los Condes,PLAZA TEMPLARIOS 4,Pío XII,Avenida Pío XII nº 3,"https://www.google.com/maps/dir/40.47430169221348,-3.6595649567170168/40.46041,-3.67712/@40.47430169221348,-3.6595649567170168,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6595649567170168!2d40.47430169221348!1m0!3e2"
Instalación Deportiva Municipal Básica Casa Campo,PARQUE CASA DE CAMPO s/n Explanada de la Casa de Campo,Puerta del Ángel,Plaza Puerta del Ángel nº 4,"https://www.google.com/maps/dir/40.4184340515621,-3.736143042995308/40.413764,-3.728318/@40.4184340515621,-3.736143042995308,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.736143042995308!2d40.4184340515621!1m0!3e2"
Instalación Deportiva Municipal Básica Casa Campo I Lago,PARQUE CASA DE CAMPO s/n Explanada junto al lago,Puerta del Ángel,Plaza Puerta del Ángel nº 4,"https://www.google.com/maps/dir/40.41867020566187,-3.730157679235435/40.413764,-3.728318/@40.41867020566187,-3.730157679235435,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.730157679235435!2d40.41867020566187!1m0!3e2"
Instalación Deportiva Municipal Básica Casa Campo II Teleférico,PARQUE CASA DE CAMPO s/n Subida al teleférico-Pza. Casón,Puerta del Ángel,Plaza Puerta del Ángel nº 4,"https://www.google.com/maps/dir/40.42111772146607,-3.737716485663515/40.413764,-3.728318/@40.42111772146607,-3.737716485663515,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.737716485663515!2d40.42111772146607!1m0!3e2"
Instalación Deportiva Municipal Básica Casa Campo III,PARQUE CASA CAMPO S/N Paseo Piñoneros - junto a pirámide,Paseo de Moret,Paseo de Moret nº 11,"https://www.google.com/maps/dir/40.42663911970955,-3.735065416489925/40.4325991,-3.7246532/@40.42663911970955,-3.735065416489925,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.735065416489925!2d40.42663911970955!1m0!3e2"
Instalación Deportiva Municipal Básica Casa Campo IV,PARQUE CASA CAMPO S/N Junto a la M-30 a la altura del C.D.M. José María Cagigal,INEF,Avenida Juan de Herrera frente a la calle Paul Guinard,"https://www.google.com/maps/dir/40.43184675866799,-3.739236682144013/40.43896,-3.72997/@40.43184675866799,-3.739236682144013,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.739236682144013!2d40.43184675866799!1m0!3e2"
Instalación Deportiva Municipal Básica Casalarreina,CALLE CASALARREINA 28,Pavones,Calle Hacienda de Pavones nº 342,"https://www.google.com/maps/dir/40.40897549865364,-3.6140942577626016/40.400368,-3.634587/@40.40897549865364,-3.6140942577626016,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6140942577626016!2d40.40897549865364!1m0!3e2"
Instalación Deportiva Municipal Básica Casino de la Reina,CALLE CASINO 3,Embajadores 2,Glorieta de Embajadores nº 2,"https://www.google.com/maps/dir/40.40695673994099,-3.7042921115064322/40.4056107,-3.7022591/@40.40695673994099,-3.7042921115064322,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7042921115064322!2d40.40695673994099!1m0!3e2"
Instalación Deportiva Municipal Básica Castroserna,CALLE CASTROSERNA 2,Caramuel,Calle Caramuel nº 51,"https://www.google.com/maps/dir/40.40251081513204,-3.7494274010896342/40.40913630273305,-3.728533714316331/@40.40251081513204,-3.7494274010896342,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7494274010896342!2d40.40251081513204!1m0!3e2"
Instalación Deportiva Municipal Básica Cazorla,"CALLE CAMPILLO DE ARENAS 3 c/v calle Cazorla - c/v calle Ibros, 3",Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.375847231386665,-3.6664846579530597/40.39382977920336,-3.6659362429356372/@40.375847231386665,-3.6664846579530597,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6664846579530597!2d40.375847231386665!1m0!3e2"
Instalación Deportiva Municipal Básica Cementerio Civil,AVENIDA DAROCA 101,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.42041280188907,-3.6332470504462986/40.429706,-3.640994/@40.42041280188907,-3.6332470504462986,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6332470504462986!2d40.42041280188907!1m0!3e2"
Instalación Deportiva Municipal Básica Cerro Blanco,"CALLE ALBARDIN 7 c/v Cerro Blanco, 30",San Delfín,Calle San Delfín nº 9,"https://www.google.com/maps/dir/40.37975674670092,-3.716284060235098/40.39440607959559,-3.7080429728445563/@40.37975674670092,-3.716284060235098,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.716284060235098!2d40.37975674670092!1m0!3e2"
Instalación Deportiva Municipal Básica Cerro Cabezuelos,CALLE VILLALOBOS 46,Concordia,Calle Arroyo del Olivar nº 6,"https://www.google.com/maps/dir/40.379694900594856,-3.6521267878318002/40.39382977920336,-3.6659362429356372/@40.379694900594856,-3.6521267878318002,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6521267878318002!2d40.379694900594856!1m0!3e2"
Instalación Deportiva Municipal Básica Cerro Negro,CALLE CERRO NEGRO 5,Puente de Vallecas,Avenida de la Albufera nº 6,"https://www.google.com/maps/dir/40.396646655094365,-3.671603413540554/40.3979722,-3.66925/@40.396646655094365,-3.671603413540554,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.671603413540554!2d40.396646655094365!1m0!3e2"
Instalación Deportiva Municipal Básica Circuito Natural Footing Retiro,PARQUE EL RETIRO ,Antonio Maura,Calle Antonio Maura nº 15,"https://www.google.com/maps/dir/40.4152672609971,-3.6886435123781274/40.4166834,-3.6894193/@40.4152672609971,-3.6886435123781274,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6886435123781274!2d40.4152672609971!1m0!3e2"
Instalación Deportiva Municipal Básica Circuito de Footing Casa de Campo,PARQUE CASA DE CAMPO ,Puerta del Ángel,Plaza Puerta del Ángel nº 4,"https://www.google.com/maps/dir/40.42045376372811,-3.7330413471876964/40.413764,-3.728318/@40.42045376372811,-3.7330413471876964,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7330413471876964!2d40.42045376372811!1m0!3e2"
Instalación Deportiva Municipal Básica Ciudad Pegaso I,CALLE UNO S/N,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.44951110145051,-3.594391876070514/40.429706,-3.640994/@40.44951110145051,-3.594391876070514,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.594391876070514!2d40.44951110145051!1m0!3e2"
Instalación Deportiva Municipal Básica Ciudad Pegaso II,CALLE SEIS S/N,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.448330002444166,-3.5945701505778493/40.429706,-3.640994/@40.448330002444166,-3.5945701505778493,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.5945701505778493!2d40.448330002444166!1m0!3e2"
Instalación Deportiva Municipal Básica Ciudad Pegaso III,CALLE ONCE S/N,Gutierre de Cetina,Calle Gutierre de Cetina nº 77,"https://www.google.com/maps/dir/40.44455842139296,-3.593947323119205/40.429706,-3.640994/@40.44455842139296,-3.593947323119205,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.593947323119205!2d40.44455842139296!1m0!3e2"
Instalación Deportiva Municipal Básica Ciudad de Los Ángeles,CALLE ANOETA S/N Parque ciudad de los Ángeles,Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.35283994612291,-3.698205911976654/40.38895,-3.70017/@40.35283994612291,-3.698205911976654,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.698205911976654!2d40.35283994612291!1m0!3e2"
Instalación Deportiva Municipal Básica Clara del Rey,CALLE CLARA DEL REY 61,Corazón de María,Calle Santa Hortensia nº 31,"https://www.google.com/maps/dir/40.44656763308464,-3.668173275110258/40.44421,-3.66683/@40.44656763308464,-3.668173275110258,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.668173275110258!2d40.44656763308464!1m0!3e2"
Instalación Deportiva Municipal Básica Club Deportivo Alzola,"CALLE SEGURA 74 c/v Gainza, 22",Glorieta de Cádiz,Calle Antonio López nº 129,"https://www.google.com/maps/dir/40.36794449938085,-3.7193980638250013/40.38895,-3.70017/@40.36794449938085,-3.7193980638250013,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.7193980638250013!2d40.36794449938085!1m0!3e2"
Instalación Deportiva Municipal Básica Club de Petanca Esperanza de Canilllas,CALLE SILVANO 63 c/v Andorra,Carlota O’Neill,Calle Carlota O'Neill nº 32,"https://www.google.com/maps/dir/40.45949540975727,-3.6427781663423575/40.44370542379883,-3.648958444298144/@40.45949540975727,-3.6427781663423575,17z/data=!3m1!4b1!4m7!4m6!1m3!2m2!1d-3.6427781663423575!2d40.45949540975727!1m0!3e2"
